255,0,132
255,237,30
255,237,124
237,165,0
244,170,0
255,168,2
201,0,214
163,0,165
219,0,188
214,0,117
191,0,79
204,0,102
170,0,38
117,0,10
127,0,7
255,96,0
255,132,66
255,107,17
173,255,90
118,255,39
98,255,147
255,53,226
255,78,237
255,84,222
91,148,255
51,164,255
38,173,255
129,80,255
138,93,255
118,70,254
231,42,0
237,49,0
206,3,0
255,45,17
249,23,0
255,37,15
61,255,38
102,255,237
66,255,114
238,10,0
255,73,68
242,10,0
169,93,255
154,45,255
161,0,244
249,255,33
229,0,0
251,0,0
253,96,30
253,40,24
255,32,34
236,85,253
229,142,255
221,104,255
207,5,0
255,9,33
253,10,35
67,252,0
255,230,135
134,255,120
251,93,253
112,255,251
33,255,236
6,1,251
78,199,255
30,49,253
176,0,67
207,1,68
238,2,9
171,0,251
228,5,251
201,1,251
255,45,38
253,44,70
253,59,64
184,255,89
253,214,121
153,253,133
34,2,168
255,193,70
255,163,102
