255,234,2
255,196,22
255,232,48
255,48,28
255,58,58
255,66,66
255,142,244
255,94,214
255,155,224
255,252,40
239,242,0
237,255,10
204,81,0
221,84,0
201,79,0
193,232,255
188,242,255
135,232,255
255,190,113
255,179,62
255,205,85
255,129,108
255,239,76
250,255,78
255,224,78
254,193,62
255,210,88
42,94,255
59,45,255
67,63,255
255,130,76
255,213,153
255,242,34
249,255,11
255,245,11
255,246,38
198,255,246
183,255,251
246,255,252
255,73,84
255,102,147
255,55,62
242,255,76
255,244,85
255,227,39
249,0,0
255,22,22
255,2,2
253,71,45
253,40,26
253,40,45
255,62,244
255,165,227
253,120,219
250,250,2
255,242,39
255,248,44
255,151,56
253,137,142
255,166,60
154,255,139
255,255,165
112,255,251
253,88,2
255,85,18
255,85,18
255,140,13
255,171,33
253,212,34
249,0,83
244,1,112
249,1,25
255,253,153
255,251,159
255,252,61
255,252,47
127,237,253
252,163,86
253,245,93
255,255,112
253,251,117
